Customer ID,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Age,Under 30,Married,Number of Dependents,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Avg Monthly Long Distance Charges,Internet Type,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming Music,Unlimited Data,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Category
2656-FMOKZ,Pasadena,91106,"34.139402, -118.128658",34.139402,-118.128658,Female,Yes,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,1,99,5717,Limited range of services,70,No,No,2,No,0,15,Offer D,44.07,Fiber Optic,19,No,No,No,Yes,74.45,0.0,0,661.05,1806.75,2,Churned,Dissatisfaction
2070-FNEXE,Pasadena,91107,"34.159007, -118.087353",34.159007,-118.087353,Female,Yes,No,Yes,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,1,81,4419,Lack of affordable download/upload speed,77,No,No,2,No,0,7,Offer E,26.95,Fiber Optic,18,No,No,No,No,76.45,11.05,0,188.65,681.2,2,Churned,Price
6317-YPKDH,Glendale,91202,"34.167926, -118.267539",34.167926,-118.267539,Female,No,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,1,95,4534,Long distance charges,54,No,No,0,No,0,1,Offer E,0.0,DSL,27,No,No,No,Yes,29.95,0.0,0,0.0,29.95,1,Churned,Competitor
9367-WXLCH,Glendale,91204,"34.136306, -118.26036",34.136306,-118.26036,Male,No,No,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,1,86,2152,Extra data charges,51,No,No,2,No,0,8,Offer E,25.73,Fiber Optic,19,No,No,Yes,Yes,84.5,33.21,0,205.84,835.28,2,Churned,Price
1918-ZBFQJ,Glendale,91206,"34.162515, -118.203869",34.162515,-118.203869,Female,No,No,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,1,73,5142,Price too high,48,No,No,3,No,0,13,None,33.54,Fiber Optic,76,Yes,No,No,Yes,79.25,48.25,0,436.02,1499.42,1,Churned,Competitor
1024-GUALD,Glendale,91207,"34.182378, -118.262922",34.182378,-118.262922,Female,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,1,94,4851,Product dissatisfaction,29,Yes,Yes,0,Yes,4,1,Offer E,0.0,DSL,29,No,No,Yes,Yes,24.8,0.0,0,0.0,24.8,1,Churned,Dissatisfaction
2472-OVKUP,Canoga Park,91304,"34.224377, -118.632656",34.224377,-118.632656,Male,No,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531,Yes,1,94,2283,Service dissatisfaction,39,No,Yes,2,Yes,5,6,None,42.08,Fiber Optic,29,Yes,No,Yes,Yes,91.0,0.0,0,252.48,783.48,2,Churned,Dissatisfaction
1285-OKIPP,Mission Hills,91345,"34.266389, -118.459744",34.266389,-118.459744,Male,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,1,98,3394,Lack of self-service on Website,62,No,No,3,No,0,1,None,23.2,Fiber Optic,21,No,No,Yes,Yes,79.9,0.0,0,23.2,103.1,2,Churned,Attitude
7825-ECJRF,Santa Clarita,91350,"34.502432, -118.41459",34.502432,-118.41459,Female,No,No,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,1,71,3764,Network reliability,43,No,No,1,No,0,19,None,28.35,Fiber Optic,19,Yes,Yes,Yes,No,106.6,21.72,40,538.65,2491.38,1,Churned,Dissatisfaction
7841-TZDMQ,Sun Valley,91352,"34.231053, -118.338307",34.231053,-118.338307,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes,1,76,2667,Don't know,19,Yes,No,0,No,0,2,None,49.81,DSL,41,No,No,Yes,Yes,46.0,0.0,0,99.62,184.12,3,Churned,Other
9408-SSNVZ,Stevenson Ranch,91381,"34.364153, -118.615583",34.364153,-118.615583,Female,No,No,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,Yes,1,67,2227,Don't know,39,No,No,2,No,0,4,None,29.4,Fiber Optic,17,No,No,No,Yes,70.15,21.69,0,117.6,364.26,2,Churned,Other
0742-MOABM,Panorama City,91402,"34.223768, -118.445461",34.223768,-118.445461,Male,No,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,Yes,1,82,3394,Don't know,50,No,Yes,0,Yes,2,4,None,9.67,Cable,22,No,Yes,No,Yes,50.05,0.0,0,38.68,218.03,2,Churned,Competitor
2232-DMLXU,Van Nuys,91411,"34.17847, -118.459472",34.17847,-118.459472,Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.2,55.2,Yes,1,81,3638,Poor expertise of online support,22,Yes,Yes,0,No,0,1,None,35.6,DSL,58,No,No,Yes,Yes,55.2,0.0,0,35.6,90.80000000000001,2,Churned,Dissatisfaction
8937-RDTHP,Burbank,91504,"34.213049, -118.317651",34.213049,-118.317651,Male,No,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.6,84.6,Yes,1,66,2484,Poor expertise of phone support,40,No,No,1,No,0,1,None,26.85,Fiber Optic,11,No,No,Yes,Yes,84.6,0.0,0,26.85,111.45,2,Churned,Dissatisfaction
1251-KRREG,North Hollywood,91601,"34.1692, -118.372498",34.1692,-118.372498,Male,No,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4,114.1,Yes,1,81,2556,Price too high,22,Yes,No,0,No,0,2,None,44.31,DSL,73,No,No,Yes,Yes,54.4,0.0,0,88.62,202.72,3,Churned,Price
0094-OIFMO,North Hollywood,91605,"34.207295, -118.400022",34.207295,-118.400022,Female,Yes,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,1120.3,Yes,1,85,5980,Product dissatisfaction,78,No,No,1,No,0,11,Offer D,11.59,Fiber Optic,29,No,No,No,No,95.0,0.0,120,127.49,1367.79,1,Churned,Dissatisfaction
9947-OTFQU,Covina,91722,"34.097345, -117.906736",34.097345,-117.906736,Male,Yes,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,1074.3,Yes,1,86,4616,Service dissatisfaction,65,No,No,0,No,0,15,Offer D,29.11,Fiber Optic,29,No,No,No,Yes,74.4,0.0,0,436.65,1510.95,1,Churned,Competitor
0322-YINQP,Covina,91723,"34.084747, -117.886844",34.084747,-117.886844,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,48.55,Yes,1,77,5687,Lack of self-service on Website,37,No,No,0,No,0,1,None,11.35,DSL,9,No,No,No,Yes,48.55,0.0,0,11.35,59.9,1,Churned,Attitude
4629-NRXKX,El Monte,91731,"34.079934, -118.046695",34.079934,-118.046695,Female,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,147.15,Yes,1,75,5687,Network reliability,47,No,Yes,0,Yes,1,2,None,46.23,Fiber Optic,21,No,No,No,Yes,70.4,0.0,0,92.46,239.61,1,Churned,Dissatisfaction
9514-JDSKI,El Monte,91732,"34.074492, -118.01462",34.074492,-118.01462,Male,Yes,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.2,40.2,Yes,1,65,5828,Limited range of services,77,No,Yes,0,Yes,1,1,Offer E,0.0,DSL,12,No,No,No,Yes,40.2,0.0,0,0.0,40.2,2,Churned,Dissatisfaction
4959-JOSRX,La Puente,91744,"34.031441, -117.936436",34.031441,-117.936436,Female,No,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.6,80.55,Yes,1,99,4884,Lack of affordable download/upload speed,41,No,Yes,0,Yes,3,2,Offer E,30.19,Cable,16,No,No,No,Yes,44.6,0.0,0,60.38,140.93,2,Churned,Price
7273-TEFQD,La Puente,91746,"34.038983, -117.991372",34.038983,-117.991372,Male,Yes,No,No,3,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.15,132.2,Yes,1,96,2314,Long distance charges,67,No,No,0,No,0,3,Offer E,0.0,DSL,28,Yes,No,Yes,Yes,41.15,0.0,0,0.0,132.2,2,Churned,Price
3606-TWKGI,Rowland Heights,91748,"33.976753, -117.897367",33.976753,-117.897367,Male,Yes,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.9,1364.3,Yes,1,84,2494,Extra data charges,68,No,No,0,No,0,13,Offer D,32.68,Cable,11,Yes,No,No,No,106.9,0.0,10,424.84,1799.14,1,Churned,Competitor
